ASX Listed Companies (1 June 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
VAE,VGD Ftse Asia Ex JPN,,"151,713,000",0.007,,,
VAF,VNGD Aus Fi,,"919,100,000",0.043,,,
VAH,Virgin Aus HLDG Limited,Industrials,"1,520,140,000",0.070,,,
VAL,Valor Resources Limited,Materials,"9,465,960",0.000,,,
VAN,Vango Mining Limited,Materials,"98,496,700",0.005,,,
VAP,VNGD Aus Prop Sec,,"1,287,930,000",0.060,,,
VAR,Variscan Mines Limited,Materials,"1,271,070",0.000,,,
VAS,VNGD Aus Shares,,"3,585,640,000",0.166,,,
VBLD,VNGD GLB Infra,,"8,734,730",0.000,,,
VBND,VNGD GLB Agg Bond,,"59,979,100",0.003,,,
VBS,Vectus Biosystems,Health Care,"8,183,000",0.000,,,
VCF,VD Int CRD Sec ETF,,"89,107,900",0.004,,,
VCX,Vicinity Centresinary/Units Stapled Securities,Real Estate,"9,750,730,000",0.451,,,
VDBA,VNGD DIV Balance,,"102,349,000",0.005,,,
VDCO,VNGD DIV Conserv,,"40,164,600",0.002,,,
VDGR,VNGD DIV Growth,,"108,511,000",0.005,,,
VDHG,VNGD DIV High Growth,,"153,711,000",0.007,,,
VEA,Viva Energy Group,Energy,"4,161,310,000",0.193,,,
VEC,Vector Resources Limited,Materials,"25,660,700",0.001,,,
VEE,Veem Limited,Industrials,"72,800,000",0.003,,,
VEFI,VNGD Ethi GLB Bond,,"1,839,600",0.000,,,
VEN,Vintage Energy,Energy,"26,545,500",0.001,,,
VEQ,VGD Ftse Eur Shares,,"226,071,000",0.010,,,
VESG,VNGD Ethi Intl SHS,,"23,060,700",0.001,,,
VEU,VNGD All-World Ex-US,,"1,371,770,000",0.063,,,
VG1,Vgi Partners Global,,"654,725,000",0.030,,,
VG1R,Vgi Partners Global Rights - Applications Close 06-Jun-2019,,"22,496,200",0.001,,,
VGAD,VNGD Intl Shares H,,"547,682,000",0.025,,,
VGB,VNGD Aus GOV Bond,,"225,852,000",0.010,,,
VGE,VNGD Emerging MKTS,,"281,025,000",0.013,,,
VGL,Vista Group Int Limited,Information Technology,"901,118,000",0.042,,,
VGMF,Vanguardmultifactor,,"12,879,000",0.001,,,
VGS,VNGD Intl Shares,,"1,532,990,000",0.071,,,
VHT,Volpara Health Tech,Health Care,"332,630,000",0.015,,,
VHY,VNGD Aus High Yield,,"1,169,950,000",0.054,,,
VIA,Viagold Capital 1c,Materials,"97,892,100",0.005,,,
VIC,Victory Mines Limited,Materials,"2,555,800",0.000,,,
VIF,VD Int (Hedged) ETF,,"276,183,000",0.013,,,
VIG,Victor Group Holdings,Information Technology,"15,586,800",0.001,,,
VII,Vietnam Industrial,Materials,"42,683,200",0.002,,,
VIP,VIP Gloves,Industrials,"22,542,400",0.001,,,
VISM,VNGD Intl Small Cap,,"6,592,390",0.000,,,
VIV,Vivid Technology Limited,Industrials,"13,614,500",0.001,,,
VKA,Viking Mines Limited,Materials,"3,137,180",0.000,,,
VLC,VNGD Aus Large,,"85,760,000",0.004,,,
VLS,Vita Life Sciences,Health Care,"46,462,300",0.002,,,
VLT,Vault Intelligence,Information Technology,"19,039,600",0.001,,,
VLW,Villa World Limited,Real Estate,"284,113,000",0.013,,,
VMC,Venus Metals Cor Limited,Materials,"12,061,600",0.001,,,
VMG,VDM Group Limited,Industrials,"6,277,660",0.000,,,
VMIN,VNGD Min Vol ATV ETF,,"10,045,500",0.000,,,
VML,Vital Metals Limited,Materials,"19,168,700",0.001,,,
VMS,Venture Minerals,Materials,"10,412,200",0.000,,,
VMT,Vmoto Limited,Consumer Discretionary,"22,025,700",0.001,,,
VMX,Valmec Limited,Energy,"27,658,100",0.001,,,
VMY,Vimy Resources Limited,Energy,"27,626,300",0.001,,,
VN8,VONEX Limited,Telecommunication Services,"12,954,800",0.001,,,
VOC,Vocus Group Limited,Telecommunication Services,"2,856,190,000",0.132,,,
VP7,Velocity Prop GP Limited,Real Estate,"10,857,600",0.001,,,
VPC,VPCL Limited,,"4,523,380",0.000,,,
VPR,Volt Power Group,Utilities,"8,244,530",0.000,,,
VRC,Volt Resources Limited,Materials,"23,287,700",0.001,,,
VRI,Veriluma Limited,Information Technology,"2,829,770",0.000,,,
VRL,Village Roadshow Limited,Consumer Discretionary,"660,268,000",0.031,,,
VRM,Verdant Min Limited,Materials,"34,216,600",0.002,,,
VRS,Veris Limited,Industrials,"24,421,000",0.001,,,
VRT,Virtus Health Limited,Health Care,"317,540,000",0.015,,,
VRX,VRX Silica Limited,Materials,"23,199,200",0.001,,,
VSO,VNGD Aus Small,,"241,322,000",0.011,,,
VTG,Vita Group Limited,Consumer Discretionary,"270,732,000",0.013,,,
VTH,Vitalharvest Ordinary Units FP,Real Estate,"176,675,000",0.008,,,
VTI,Visioneering Technologies Inc Cdi Forus,Health Care,"82,622,200",0.004,,,
VTS,VNGD US Total Market,,"1,537,770,000",0.071,,,
VVLU,VNGD Globvlu ATV ETF,,"13,286,600",0.001,,,
VVR,Viva Energy REITinary/Units Stapled Securities,Real Estate,"2,009,000,000",0.093,,,
VXR,Venturex Resources,Materials,"50,375,300",0.002,,,
VYS,Vysarn Limited,,"4,768,000",0.000,,,
WAA,Wam Active Limited,,"46,670,200",0.002,,,
WAF,West African Res Limited,Materials,"247,779,000",0.011,,,
WAM,WAM Capital Limited,,"1,499,720,000",0.069,,,
WAT,Waterco Limited,Consumer Discretionary,"58,619,600",0.003,,,
WAX,Wam Research Limited,,"257,726,000",0.012,,,
WBA,Webster Limited,Consumer Staples,"543,368,000",0.025,,,
WBAPA,Webster Limited 9% Cumulative Preference,Consumer Staples,"571,300",0.000,,,
WBC,Westpac Banking Corp,Financials,"94,601,300,000",4.379,,,
WBE,Whitebark Energy,Energy,"7,852,660",0.000,,,
WBT,Weebit Nano Limited,Information Technology,"30,869,900",0.001,,,
WCMQ,Wcmqualityglobalgrow,,"65,412,200",0.003,,,
WCN,White Cliff Min Limited,Materials,"2,351,730",0.000,,,
WDIV,SPDR Global Dividend,,"220,004,000",0.010,,,
WDMF,Ishares Edge WLD MF,,"203,700,000",0.009,,,
WEB,Webjet Limited,Consumer Discretionary,"2,013,680,000",0.093,,,
WEC,White Energy Company,Energy,"42,854,400",0.002,,,
WEL,Winchester Energy,Energy,"11,605,300",0.001,,,
WEMG,SPDR Emerging MKTS,,"18,730,600",0.001,,,
WES,Wesfarmers Limited,Consumer Discretionary,"42,008,800,000",1.945,,,
WFE,Winmar Resources Limited,Materials,"58,150,800",0.003,,,
WGB,Wam Global Limited,,"427,447,000",0.020,,,
WGN,Wagners HLD Company,Materials,"307,421,000",0.014,,,
WGO,Warrego Energy Limited,Energy,"58,270,800",0.003,,,
WGX,Westgold Resources,Materials,"675,105,000",0.031,,,
WHA,Wattle Health Au Limited,Consumer Staples,"119,619,000",0.006,,,
WHC,Whitehaven Coal,Energy,"4,032,360,000",0.187,,,
WHF,Whitefield Limited,,"427,061,000",0.020,,,
WHFPA,Whitefield Limited 8.0% Cumulative Preference,Financials,"23,790",0.000,,,
WHK,Whitehawk Limited,Consumer Discretionary,"20,726,900",0.001,,,
WIC,Westoz INV Limited,,"137,236,000",0.006,,,
WKT,Walkabout Resources,Materials,"112,190,000",0.005,,,
WLC,Wollongong Coal Limited,Materials,"74,935,800",0.003,,,
WLD,Wellard Limited,Consumer Staples,"21,250,000",0.001,,,
WLE,Wam Leaders Limited,,"862,280,000",0.040,,,
WLF,Wolf Minerals,Materials,"38,180,800",0.002,,,
WLL,Wellcom Group Limited,Industrials,"215,761,000",0.010,,,
WMC,Wonhe Multimedia,Information Technology,"1,823,420",0.000,,,
WMI,Wam Microcap Limited,,"177,486,000",0.008,,,
WML,Woomera Mining Limited,Materials,"1,838,980",0.000,,,
WNB,Wellness and Beauty,Consumer Discretionary,"5,977,550",0.000,,,
WND,Windlab Limited,Utilities,"65,594,700",0.003,,,
WNR,Wingara AG Limited,Consumer Staples,"28,378,400",0.001,,,
WNS,World.Net Services,Information Technology,"700,583",0.000,,,
WOA,Wide Open Agricultur,Consumer Staples,"4,271,070",0.000,,,
WOR,Worleyparsons Limited,Energy,"6,840,450,000",0.317,,,
WOW,Woolworths Group Limited,Consumer Staples,"39,485,000,000",1.828,,,
WPG,WPG Res Limited,Materials,"13,609,400",0.001,,,
WPL,Woodside Petroleum,Energy,"33,158,500,000",1.535,,,
WPP,WPP AUNZ Limited,Consumer Discretionary,"426,076,000",0.020,,,
WQG,WCM Global Growth,,"101,162,000",0.005,,,
WRLD,Beta Managed Risk GL,,"57,433,300",0.003,,,
WRM,White Rock Min Limited,Materials,"9,818,750",0.000,,,
WSA,Western Areas Limited,Materials,"596,331,000",0.028,,,
WSI,Weststar Industrial,Materials,"10,660,100",0.000,,,
WTC,Wisetech Global Limited,Information Technology,"7,729,610,000",0.358,,,
WVOL,Ishares Edgewld Mvol,,"54,740,600",0.003,,,
WWG,Wisewaygroupltd,Industrials,"26,030,900",0.001,,,
WWI,West Wits Mining Limited,Materials,"6,346,250",0.000,,,
WXHG,SPDR World Ex OZ HDG,,"88,257,900",0.004,,,
WXOZ,SPDR World Ex OZ,,"186,178,000",0.009,,,
WZR,Wisr Limited,Financials,"116,649,000",0.005,,,
XAM,Xanadu Mines Limited,Materials,"49,251,400",0.002,,,
XARO,Activexardearealbnd,,"5,591,490",0.000,,,
XF1,Xref Limited,Information Technology,"97,691,200",0.005,,,
XIP,Xenith IP Group Limited,Industrials,"186,308,000",0.009,,,
XPD,XPD Soccer Gear Group,Consumer Discretionary,"5,692,280",0.000,,,
XPE,Xped Limited,Information Technology,"3,013,660",0.000,,,
XPL,Xplorewlth Limited,Financials,"29,085,100",0.001,,,
XRF,XRF Scientific,Industrials,"25,426,900",0.001,,,
XRO,Xero Limited,Information Technology,"8,428,730,000",0.390,,,
XST,Xstate Resources,Energy,"3,421,470",0.000,,,
XTD,XTD Limited,Consumer Discretionary,"3,302,150",0.000,,,
XTE,Xtek Limited,Industrials,"18,261,000",0.001,,,
XTV,XTV Networks Limited,Consumer Discretionary,"48,505",0.000,,,
YAL,Yancoal Aust Limited,Energy,"4,265,020,000",0.197,,,
YANK,Beta Strong Usd,,"10,731,500",0.000,,,
YBR,Yellow Brick Road,Financials,"21,299,000",0.001,,,
YMAX,Betasharesyieldmax,Consumer Discretionary,"306,776,000",0.014,,,
YOJ,Yojee Limited,Information Technology,"84,744,000",0.004,,,
YOW,Yowie Group,Consumer Staples,"17,419,900",0.001,,,
YPB,YPB Group Limited,Industrials,"6,418,530",0.000,,,
YRL,Yandal Resources,Materials,"5,873,380",0.000,,,
Z1P,ZIP Co Limited,Financials,"1,126,840,000",0.052,,,
ZAM,Zamanco Minerals Limited,Materials,"4,066,650",0.000,,,
ZEL,Z Energy Limited,Energy,"2,252,000,000",0.104,,,
ZEN,Zenith Energy Limited,Utilities,"65,929,500",0.003,,,
ZER,ZETA Resources Limited,,"63,062,200",0.003,,,
ZEU,ZEUS Resources Limited,Energy,"2,341,950",0.000,,,
ZGL,ZICOM Group Limited,Industrials,"23,885,500",0.001,,,
ZIM,Zimplats Holding Limited 10c US,Materials,"968,739,000",0.045,,,
ZIP,Ziptel Limited,Telecommunication Services,"2,591,880",0.000,,,
ZLD,ZELDA Therapeutics,Health Care,"32,479,700",0.002,,,
ZMI,ZINC of Ireland NL,Materials,"10,938,100",0.001,,,
ZNC,Zenith Minerals Limited,Materials,"12,978,500",0.001,,,
ZNO,ZOONO Group Limited,Materials,"21,230,700",0.001,,,
ZTA,ZETA Petroleum,Energy,"1,958,040",0.000,,,
ZUSD,ETFs US Dollar,,"7,070,360",0.000,,,
ZYAU,ETFs ASX300 Yield,,"96,664,600",0.004,,,
ZYB,ZYBER Holdings Limited,Information Technology,"9,110,640",0.000,,,
ZYUS,ETFs S&P500 Yield,,"67,350,700",0.003,,,
