"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 19, 2018","26,143.90","25,738.90","26,192.00","25,695.50","28.34M","1.57%"
"Feb 16, 2018","25,738.90","25,519.20","25,907.70","25,511.80","31.90M","0.86%"
"Feb 15, 2018","25,519.20","25,361.60","25,543.60","25,252.50","35.87M","0.62%"
"Feb 14, 2018","25,361.60","24,656.90","25,566.50","24,653.80","21.93M","2.86%"
"Feb 13, 2018","24,656.90","24,396.10","24,729.20","24,240.70","23.22M","1.07%"
"Feb 12, 2018","24,396.10","24,472.70","24,579.20","24,295.50","22.29M","-0.31%"
"Feb 09, 2018","24,472.70","24,834.80","24,834.80","24,233.30","26.92M","-1.46%"
"Feb 08, 2018","24,834.80","24,708.90","24,858.60","24,519.20","21.76M","0.51%"
"Feb 07, 2018","24,708.90","24,380.30","24,972.20","24,380.30","31.96M","1.35%"
"Feb 06, 2018","24,380.30","25,351.70","25,351.70","24,254.20","43.12M","-3.83%"
"Feb 05, 2018","25,351.70","25,492.10","25,517.00","25,223.00","25.10M","-0.55%"
"Feb 02, 2018","25,492.10","25,302.70","25,501.50","25,186.60","18.52M","0.75%"
"Feb 01, 2018","25,302.70","25,296.10","25,457.10","25,294.10","33.18M","0.03%"
"Jan 31, 2018","25,296.10","25,132.60","25,326.00","25,037.40","36.83M","0.65%"
"Jan 30, 2018","25,132.60","25,430.80","25,430.80","25,092.50","22.02M","-1.17%"
"Jan 29, 2018","25,430.80","25,121.80","25,489.10","25,119.80","20.55M","1.23%"
"Jan 25, 2018","25,121.80","25,174.00","25,211.60","25,113.60","23.91M","-0.21%"
"Jan 24, 2018","25,174.00","24,899.40","25,209.00","24,887.00","25.26M","1.10%"
"Jan 23, 2018","24,899.40","24,622.60","24,920.90","24,615.60","30.53M","1.12%"
"Jan 22, 2018","24,622.60","24,571.40","24,706.10","24,564.30","31.39M","0.21%"
"Jan 19, 2018","24,571.40","24,434.40","24,675.50","24,434.40","25.86M","0.56%"
"Jan 18, 2018","24,434.40","24,491.60","24,600.60","24,434.40","28.08M","-0.23%"
"Jan 17, 2018","24,491.60","24,462.90","24,556.60","24,346.60","21.64M","0.12%"
"Jan 16, 2018","24,462.90","24,555.60","24,564.60","24,442.30","17.04M","-0.38%"
"Jan 15, 2018","24,555.60","24,441.00","24,596.70","24,441.00","23.64M","0.47%"
"Jan 12, 2018","24,441.00","24,337.00","24,520.00","24,330.10","16.10M","0.43%"
"Jan 11, 2018","24,337.00","24,566.40","24,570.20","24,255.90","22.27M","-0.93%"
"Jan 10, 2018","24,566.40","24,616.80","24,868.70","24,549.90","21.69M","-0.20%"
"Jan 09, 2018","24,616.80","24,831.20","24,906.60","24,610.70","26.99M","-0.86%"
"Jan 08, 2018","24,831.20","24,730.50","24,918.70","24,729.80","21.68M","0.41%"
"Jan 05, 2018","24,730.50","24,569.20","24,783.40","24,569.20","15.80M","0.66%"
"Jan 04, 2018","24,569.20","24,276.30","24,608.20","24,276.30","19.61M","1.21%"
"Jan 03, 2018","24,276.30","24,383.10","24,447.10","24,221.00","14.86M","-0.44%"
"Jan 02, 2018","24,383.10","24,521.60","24,557.40","24,272.40","12.10M","-0.56%"
"Dec 29, 2017","24,521.60","24,508.30","24,568.40","24,357.10","14.24M","0.05%"
"Dec 28, 2017","24,508.30","24,510.00","24,607.00","24,479.30","11.81M","-0.01%"
"Dec 27, 2017","24,510.00","24,539.60","24,678.70","24,501.80","12.49M","-0.12%"
"Dec 22, 2017","24,539.60","24,549.50","24,646.80","24,496.20","22.36M","-0.04%"
"Dec 21, 2017","24,549.50","24,644.50","24,644.50","24,466.80","29.57M","-0.39%"
"Dec 20, 2017","24,644.50","24,711.10","24,712.20","24,558.80","29.48M","-0.27%"
"Dec 19, 2017","24,711.10","24,593.50","24,815.40","24,590.90","31.83M","0.48%"
"Dec 18, 2017","24,593.50","24,404.00","24,685.60","24,404.00","42.40M","0.78%"
"Dec 15, 2017","24,404.00","24,457.80","24,477.40","24,291.30","59.89M","-0.22%"
"Dec 14, 2017","24,457.80","24,544.00","24,635.50","24,429.30","30.22M","-0.35%"
"Dec 13, 2017","24,543.99","24,484.50","24,631.90","24,379.20","31.71M","0.24%"
"Dec 12, 2017","24,484.47","24,669.90","24,725.00","24,440.20","30.05M","-0.75%"
"Dec 11, 2017","24,669.90","24,702.40","24,810.50","24,589.40","37.04M","-0.13%"
"Dec 08, 2017","24,702.40","24,654.80","24,765.60","24,647.30","21.05M","0.19%"
"Dec 07, 2017","24,654.80","24,499.60","24,689.20","24,481.10","26.70M","0.63%"
"Dec 06, 2017","24,499.60","24,786.80","24,786.80","24,455.30","28.00M","-1.16%"
"Dec 05, 2017","24,786.80","24,906.30","24,906.60","24,720.50","27.27M","-0.48%"
"Dec 04, 2017","24,906.30","24,962.40","24,964.30","24,721.20","39.52M","-0.22%"
"Dec 01, 2017","24,962.40","24,643.80","24,985.90","24,643.80","23.36M","1.29%"
"Nov 30, 2017","24,643.80","24,925.50","24,930.50","24,643.80","47.57M","-1.13%"
"Nov 29, 2017","24,925.50","25,047.60","25,149.70","24,895.50","29.33M","-0.49%"
"Nov 28, 2017","25,047.60","24,974.80","25,249.50","24,973.30","41.11M","0.29%"
"Nov 27, 2017","24,974.84","24,824.20","25,101.40","24,785.10","23.33M","0.61%"
"Nov 24, 2017","24,824.23","24,695.90","24,832.20","24,500.50","33.54M","0.52%"
"Nov 23, 2017","24,695.93","24,564.40","24,719.60","24,455.80","23.16M","0.54%"
"Nov 22, 2017","24,564.36","24,469.10","24,694.10","24,469.10","31.76M","0.39%"
"Nov 21, 2017","24,469.09","24,428.30","24,529.00","24,360.80","32.17M","0.17%"
"Nov 20, 2017","24,428.28","24,314.80","24,485.90","24,173.80","17.97M","0.47%"
"Nov 17, 2017","24,314.76","24,146.80","24,399.30","24,146.80","25.20M","0.70%"
"Nov 16, 2017","24,146.80","24,083.30","24,182.90","23,969.10","25.40M","0.26%"
"Nov 15, 2017","24,083.28","24,095.60","24,211.60","24,056.90","52.37M","-0.05%"
"Nov 14, 2017","24,095.60","24,441.20","24,441.30","24,024.10","29.44M","-1.41%"
